what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui,1262730413890
started,bundle,org.eclipse.wst.xml.core,1.1.300.v200806051910,org.eclipse.wst.xml.core,1262730413953
started,bundle,org.eclipse.ant.core,3.2.0.v20080529,org.eclipse.ant.core,1262730414203
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1262730414500
opened,editor,org.eclipse.ant.ui,3.3.0.v20080529,org.eclipse.ant.ui.internal.editor.AntEditor,1262730416031
activated,editor,org.eclipse.ant.ui,3.3.0.v20080529,org.eclipse.ant.ui.internal.editor.AntEditor,1262730416187
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1262730416562
opened,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PropertiesFileEditor,1262730416875
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PropertiesFileEditor,1262730416906
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1262730420078
activated,editor,org.eclipse.ant.ui,3.3.0.v20080529,org.eclipse.ant.ui.internal.editor.AntEditor,1262730420265
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1262730432140
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1262730432546
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1262730437765
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1262730438546
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1262730439078
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1262730447796
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1262730644312
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1262730654687
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1262731006359
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1262731007281
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1262731007281
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1262731007359
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1262731008093
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1262731066765
